rider_id,driver_id,city,pickup_area,dropoff_area,start_time,end_time,duration_min,distance_km,fare,rating,payment_method
R0245,D0081,Takoradi,Effiakuma,Anaji,2025-02-27 22:31:00,2025-02-27 23:11:00,40,8.77,29.73,4.5,Mobile Money
R0116,D0033,Takoradi,Market Circle,Effiakuma,2025-10-21 21:41:00,2025-10-21 22:06:00,25,17.4,49.62,3.5,Card
R0078,D0058,Tamale,Sagnarigu,Nyohini,2025-05-17 03:05:00,2025-05-17 03:30:00,25,24.93,66.64,3.9,Cash
R0120,D0038,Takoradi,Sekondi,Effiakuma,2025-09-21 03:20:00,2025-09-21 03:38:00,18,4.93,23.23,4.4,Card
R0118,D0071,Takoradi,Market Circle,Sekondi,2025-04-17 11:32:00,2025-04-17 12:17:00,45,6.3,18.49,4.4,Mobile Money
R0105,D0051,Takoradi,Sekondi,Market Circle,2025-10-19 16:35:00,2025-10-19 16:59:00,24,16.71,42.2,4.9,Card
R0197,D0019,Tamale,Choggu,Lamashegu,2025-01-26 01:47:00,2025-01-26 02:07:00,20,4.63,18.95,4.9,Mobile Money
R0132,D0139,Kumasi,Adum,Tafo,2025-07-21 05:48:00,2025-07-21 06:05:00,17,11.07,38.74,3.8,Mobile Money
R0220,D0091,Kumasi,Asokwa,Bantama,2025-02-22 19:58:00,2025-02-22 20:34:00,36,7.58,34.29,3.8,Cash
R0126,D0143,Accra,Tema,Dansoman,2025-08-13 06:07:00,2025-08-13 06:46:00,39,22.46,54.02,3.4,Cash
R0075,D0192,Takoradi,Market Circle,Anaji,2025-10-07 02:51:00,2025-10-07 03:12:00,21,1.75,12.91,3.7,Mobile Money
R0076,D0014,Kumasi,Ahodwo,Bantama,2025-01-12 16:01:00,2025-01-12 16:12:00,11,21.74,61.19,4.9,Mobile Money
R0252,D0122,Kumasi,Asokwa,Bantama,2025-04-28 21:07:00,2025-04-28 21:19:00,12,5.45,25.64,4.6,Cash
R0057,D0188,Takoradi,Anaji,Effiakuma,2025-09-18 14:38:00,2025-09-18 15:15:00,37,19.5,70.2,4.5,Card
R0182,D0029,Kumasi,Asokwa,Tafo,2025-04-21 09:36:00,2025-04-21 10:06:00,30,16.03,36.25,3.1,Card
R0248,D0041,Kumasi,Tafo,Bantama,2025-05-28 22:35:00,2025-05-28 22:53:00,18,23.1,71.14,4.6,Card
R0247,D0025,Tamale,Lamashegu,Sagnarigu,2025-04-28 01:30:00,2025-04-28 01:46:00,16,12.56,29.79,3.3,Mobile Money
R0069,D0027,Takoradi,Sekondi,Market Circle,2025-05-24 07:46:00,2025-05-24 08:26:00,40,17.45,49.19,3.4,Cash
R0192,D0048,Takoradi,Market Circle,Anaji,2025-04-12 10:47:00,2025-04-12 11:21:00,34,12.8,28.84,4.2,Mobile Money
R0194,D0044,Tamale,Sagnarigu,Choggu,2025-03-23 12:30:00,2025-03-23 13:03:00,33,7.46,31.09,3.6,Mobile Money
R0293,D0162,Takoradi,Market Circle,Anaji,2025-04-29 04:14:00,2025-04-29 04:55:00,41,11.93,26.17,3.1,Cash
R0100,D0088,Tamale,Sagnarigu,Choggu,2025-08-23 10:08:00,2025-08-23 10:22:00,14,10.42,33.63,4.2,Mobile Money
R0201,D0186,Kumasi,Ahodwo,Bantama,2025-09-12 22:12:00,2025-09-12 22:53:00,41,8.0,31.12,4.7,Card
R0077,D0042,Accra,Tema,Madina,2025-08-22 13:02:00,2025-08-22 13:36:00,34,19.72,41.14,4.0,Mobile Money
R0113,D0072,Takoradi,Effiakuma,Market Circle,2025-04-04 06:48:00,2025-04-04 07:23:00,35,3.52,14.98,5.0,Card
R0065,D0199,Tamale,Nyohini,Sagnarigu,2025-05-05 13:30:00,2025-05-05 14:03:00,33,4.42,19.04,4.2,Mobile Money
R0052,D0134,Takoradi,Effiakuma,Sekondi,2025-01-10 09:44:00,2025-01-10 10:20:00,36,17.86,54.78,3.0,Card
R0098,D0014,Tamale,Lamashegu,Sagnarigu,2025-05-31 06:16:00,2025-05-31 06:48:00,32,8.84,30.41,3.2,Cash
R0175,D0177,Tamale,Lamashegu,Nyohini,2025-07-02 02:06:00,2025-07-02 02:39:00,33,9.42,22.76,3.2,Card
R0200,D0104,Tamale,Choggu,Lamashegu,2025-06-01 00:22:00,2025-06-01 00:42:00,20,10.53,26.59,4.1,Mobile Money
R0139,D0085,Takoradi,Effiakuma,Anaji,2025-09-06 20:18:00,2025-09-06 20:33:00,15,17.55,62.43,3.4,Cash
R0146,D0076,Tamale,Lamashegu,Choggu,2025-05-17 22:24:00,2025-05-17 22:48:00,24,5.02,16.58,4.3,Card
R0123,D0014,Tamale,Nyohini,Choggu,2025-06-30 15:58:00,2025-06-30 16:27:00,29,17.96,36.07,4.9,Mobile Money
R0052,D0111,Takoradi,Anaji,Sekondi,2025-04-11 23:16:00,2025-04-11 23:42:00,26,2.25,13.81,4.4,Cash
R0298,D0200,Accra,East Legon,Airport,2025-04-22 14:43:00,2025-04-22 14:51:00,8,21.9,74.13,4.6,Mobile Money
R0028,D0049,Takoradi,Market Circle,Effiakuma,2025-06-08 06:39:00,2025-06-08 06:59:00,20,9.15,36.64,3.2,Cash
R0117,D0092,Takoradi,Effiakuma,Sekondi,2025-08-01 00:08:00,2025-08-01 00:20:00,12,22.48,66.34,4.6,Cash
R0264,D0169,Tamale,Nyohini,Lamashegu,2025-07-30 06:14:00,2025-07-30 06:21:00,7,11.86,41.06,4.1,Cash
R0132,D0158,Tamale,Lamashegu,Sagnarigu,2025-09-08 03:50:00,2025-09-08 04:21:00,31,18.56,38.87,3.1,Card
R0126,D0053,Accra,Dansoman,Madina,2025-02-12 04:27:00,2025-02-12 05:04:00,37,6.93,22.61,4.7,Card
R0106,D0010,Takoradi,Effiakuma,Market Circle,2025-02-03 17:25:00,2025-02-03 18:08:00,43,6.26,29.61,3.7,Card
R0086,D0046,Kumasi,Ahodwo,Tafo,2025-04-20 01:20:00,2025-04-20 02:00:00,40,5.37,24.54,4.3,Card
R0023,D0175,Kumasi,Bantama,Adum,2025-06-21 12:29:00,2025-06-21 12:36:00,7,12.96,41.84,4.4,Mobile Money
R0281,D0060,Takoradi,Sekondi,Market Circle,2025-03-20 20:29:00,2025-03-20 21:01:00,32,6.48,30.63,4.9,Cash
R0040,D0036,Tamale,Sagnarigu,Nyohini,2025-06-16 04:55:00,2025-06-16 05:17:00,22,16.61,39.54,4.4,Mobile Money
R0171,D0077,Kumasi,Bantama,Tafo,2025-01-22 17:25:00,2025-01-22 17:56:00,31,2.73,12.26,3.5,Cash
R0068,D0028,Kumasi,Bantama,Tafo,2025-05-31 11:46:00,2025-05-31 11:58:00,12,12.1,47.16,4.5,Card
R0255,D0174,Takoradi,Effiakuma,Market Circle,2025-07-30 15:30:00,2025-07-30 15:53:00,23,18.82,52.25,3.7,Cash
R0186,D0164,Takoradi,Effiakuma,Anaji,2025-07-17 15:33:00,2025-07-17 15:42:00,9,9.9,42.41,3.1,Cash
R0071,D0185,Kumasi,Bantama,Adum,2025-02-24 01:02:00,2025-02-24 01:30:00,28,21.81,65.96,3.9,Cash
R0121,D0193,Accra,Tema,Dansoman,2025-02-04 05:02:00,2025-02-04 05:08:00,6,18.41,55.53,4.7,Card
R0144,D0122,Takoradi,Effiakuma,Anaji,2025-09-17 08:22:00,2025-09-17 08:38:00,16,22.62,61.01,3.6,Card
R0262,D0061,Takoradi,Sekondi,Market Circle,2025-04-14 11:55:00,2025-04-14 12:25:00,30,15.22,58.6,3.4,Mobile Money
R0036,D0124,Takoradi,Anaji,Sekondi,2025-02-02 19:50:00,2025-02-02 20:14:00,24,15.95,52.07,4.5,Cash
R0268,D0040,Takoradi,Sekondi,Market Circle,2025-09-27 14:48:00,2025-09-27 15:03:00,15,4.16,20.2,4.8,Card
R0167,D0144,Takoradi,Anaji,Market Circle,2025-01-09 06:03:00,2025-01-09 06:23:00,20,5.31,18.49,4.9,Card
R0115,D0129,Takoradi,Anaji,Market Circle,2025-03-30 04:25:00,2025-03-30 05:08:00,43,5.34,25.13,4.0,Card
R0079,D0114,Kumasi,Asokwa,Tafo,2025-07-05 03:37:00,2025-07-05 03:58:00,21,6.93,30.46,3.9,Cash
R0053,D0154,Tamale,Sagnarigu,Nyohini,2025-02-18 04:16:00,2025-02-18 04:25:00,9,13.36,37.64,4.2,Mobile Money
R0209,D0169,Accra,Airport,East Legon,2025-01-16 23:50:00,2025-01-17 00:26:00,36,4.92,21.23,4.9,Mobile Money
R0293,D0182,Accra,Dansoman,Tema,2025-07-26 09:10:00,2025-07-26 09:55:00,45,7.2,30.26,3.7,Card
R0111,D0161,Tamale,Sagnarigu,Choggu,2025-05-22 05:11:00,2025-05-22 05:32:00,21,19.56,42.46,4.9,Mobile Money
R0213,D0097,Kumasi,Bantama,Tafo,2025-10-26 02:18:00,2025-10-26 02:33:00,15,11.89,31.45,3.1,Cash
R0206,D0179,Accra,Osu,East Legon,2025-06-26 22:31:00,2025-06-26 23:06:00,35,5.07,22.88,3.7,Cash
R0091,D0179,Kumasi,Asokwa,Bantama,2025-05-25 20:26:00,2025-05-25 21:04:00,38,20.89,57.34,3.5,Card
R0286,D0142,Tamale,Sagnarigu,Nyohini,2025-10-03 06:56:00,2025-10-03 07:17:00,21,15.81,54.06,3.3,Card
R0206,D0180,Accra,Osu,Airport,2025-08-10 22:32:00,2025-08-10 23:08:00,36,5.02,17.9,4.5,Mobile Money
R0153,D0141,Takoradi,Sekondi,Market Circle,2025-06-15 15:32:00,2025-06-15 16:13:00,41,16.93,49.47,4.7,Mobile Money
R0212,D0170,Tamale,Sagnarigu,Choggu,2025-05-27 17:18:00,2025-05-27 17:30:00,12,20.34,62.32,4.7,Card
R0069,D0173,Takoradi,Effiakuma,Sekondi,2025-03-22 07:17:00,2025-03-22 07:32:00,15,5.94,18.24,3.5,Card
R0108,D0159,Takoradi,Market Circle,Sekondi,2025-06-16 07:32:00,2025-06-16 07:39:00,7,2.37,14.07,4.9,Cash
R0071,D0020,Accra,East Legon,Madina,2025-08-02 17:11:00,2025-08-02 17:26:00,15,1.94,13.38,3.9,Cash
R0187,D0078,Kumasi,Adum,Bantama,2025-01-18 04:34:00,2025-01-18 04:48:00,14,23.41,57.92,4.0,Card
R0151,D0123,Tamale,Choggu,Sagnarigu,2025-10-24 22:09:00,2025-10-24 22:27:00,18,2.0,11.59,5.0,Cash
R0192,D0044,Tamale,Sagnarigu,Nyohini,2025-07-17 15:01:00,2025-07-17 15:33:00,32,24.16,44.48,4.9,Cash
R0093,D0183,Takoradi,Sekondi,Effiakuma,2025-08-20 09:35:00,2025-08-20 10:03:00,28,16.34,60.87,3.9,Card
R0107,D0114,Tamale,Choggu,Nyohini,2025-10-17 14:44:00,2025-10-17 15:13:00,29,13.37,41.13,4.3,Cash
R0181,D0157,Tamale,Lamashegu,Sagnarigu,2025-06-29 17:28:00,2025-06-29 17:46:00,18,4.35,14.79,3.6,Mobile Money
R0007,D0175,Tamale,Nyohini,Choggu,2025-04-13 09:51:00,2025-04-13 10:10:00,19,17.91,42.1,4.3,Cash
R0041,D0173,Kumasi,Tafo,Adum,2025-02-27 13:25:00,2025-02-27 14:00:00,35,24.28,48.98,4.3,Cash
R0245,D0152,Tamale,Sagnarigu,Choggu,2025-05-14 18:51:00,2025-05-14 19:15:00,24,11.65,45.7,3.4,Cash
R0242,D0199,Tamale,Sagnarigu,Nyohini,2025-08-13 14:41:00,2025-08-13 14:57:00,16,17.62,63.97,4.9,Card
R0271,D0118,Takoradi,Market Circle,Effiakuma,2025-03-01 06:54:00,2025-03-01 07:02:00,8,17.4,51.4,4.2,Mobile Money
R0268,D0055,Accra,Osu,Tema,2025-10-02 15:12:00,2025-10-02 15:26:00,14,21.85,67.71,3.1,Mobile Money
R0135,D0002,Accra,Dansoman,Airport,2025-09-20 08:01:00,2025-09-20 08:06:00,5,23.34,77.2,4.4,Card
R0063,D0183,Kumasi,Bantama,Tafo,2025-01-16 05:52:00,2025-01-16 06:16:00,24,6.18,25.41,3.8,Cash
R0122,D0164,Kumasi,Bantama,Adum,2025-09-26 09:34:00,2025-09-26 10:02:00,28,16.63,36.49,4.3,Cash
R0246,D0196,Tamale,Nyohini,Lamashegu,2025-05-04 20:38:00,2025-05-04 21:07:00,29,24.99,47.89,5.0,Cash
R0036,D0188,Kumasi,Tafo,Adum,2025-02-23 22:20:00,2025-02-23 22:37:00,17,10.77,42.91,4.6,Cash
R0174,D0162,Takoradi,Market Circle,Effiakuma,2025-06-09 21:03:00,2025-06-09 21:33:00,30,14.61,51.49,4.8,Card
R0224,D0111,Accra,Dansoman,East Legon,2025-05-06 04:06:00,2025-05-06 04:38:00,32,10.7,33.05,4.3,Mobile Money
R0083,D0157,Takoradi,Market Circle,Sekondi,2025-03-22 06:18:00,2025-03-22 06:55:00,37,20.39,69.67,4.6,Mobile Money
R0095,D0111,Takoradi,Anaji,Effiakuma,2025-01-31 03:59:00,2025-01-31 04:35:00,36,11.45,43.9,3.2,Mobile Money
R0283,D0140,Tamale,Lamashegu,Sagnarigu,2025-01-08 22:52:00,2025-01-08 23:03:00,11,14.07,29.27,3.6,Cash
R0112,D0019,Accra,East Legon,Madina,2025-01-28 18:02:00,2025-01-28 18:47:00,45,9.8,32.46,4.4,Card
R0205,D0028,Kumasi,Ahodwo,Tafo,2025-03-27 00:58:00,2025-03-27 01:05:00,7,10.33,32.77,3.5,Mobile Money
R0027,D0066,Kumasi,Bantama,Ahodwo,2025-03-31 17:45:00,2025-03-31 18:25:00,40,9.96,27.47,3.1,Card
R0233,D0122,Takoradi,Sekondi,Effiakuma,2025-07-11 09:21:00,2025-07-11 09:29:00,8,15.48,51.91,4.2,Cash
R0014,D0178,Kumasi,Bantama,Adum,2025-08-11 02:55:00,2025-08-11 03:31:00,36,12.12,35.39,4.7,Cash
R0063,D0069,Accra,East Legon,Madina,2025-03-11 01:35:00,2025-03-11 01:57:00,22,13.46,43.09,3.1,Mobile Money
R0193,D0112,Tamale,Lamashegu,Sagnarigu,2025-06-01 20:56:00,2025-06-01 21:09:00,13,9.19,28.77,3.8,Cash
R0044,D0073,Kumasi,Asokwa,Adum,2025-05-31 15:54:00,2025-05-31 16:23:00,29,14.92,46.3,4.2,Card
R0086,D0150,Takoradi,Anaji,Market Circle,2025-04-20 11:03:00,2025-04-20 11:16:00,13,19.36,68.52,4.4,Mobile Money
R0272,D0182,Accra,Airport,Madina,2025-09-01 11:02:00,2025-09-01 11:40:00,38,23.93,46.77,3.4,Card
R0050,D0143,Accra,Osu,Tema,2025-08-15 16:59:00,2025-08-15 17:39:00,40,1.18,13.3,4.8,Cash
R0266,D0040,Tamale,Sagnarigu,Nyohini,2025-08-07 17:44:00,2025-08-07 18:19:00,35,6.84,30.94,3.1,Cash
R0049,D0012,Tamale,Nyohini,Lamashegu,2025-06-18 03:24:00,2025-06-18 04:07:00,43,23.43,59.62,3.2,Mobile Money
R0240,D0071,Accra,East Legon,Dansoman,2025-01-28 18:16:00,2025-01-28 18:50:00,34,12.66,35.49,3.6,Mobile Money
R0256,D0065,Kumasi,Ahodwo,Bantama,2025-01-20 22:02:00,2025-01-20 22:43:00,41,8.37,34.0,4.1,Card
R0280,D0099,Accra,Dansoman,East Legon,2025-03-17 17:09:00,2025-03-17 17:49:00,40,8.47,33.04,4.4,Cash
R0134,D0106,Tamale,Nyohini,Sagnarigu,2025-06-16 01:10:00,2025-06-16 01:49:00,39,7.54,25.55,3.2,Mobile Money
R0158,D0194,Tamale,Sagnarigu,Lamashegu,2025-09-29 22:21:00,2025-09-29 22:59:00,38,5.35,23.31,3.4,Mobile Money
R0047,D0053,Accra,Madina,Dansoman,2025-09-07 20:55:00,2025-09-07 21:11:00,16,13.6,49.69,3.2,Cash
R0086,D0167,Kumasi,Tafo,Asokwa,2025-07-20 00:42:00,2025-07-20 01:02:00,20,14.62,37.43,4.9,Mobile Money
R0208,D0182,Tamale,Choggu,Lamashegu,2025-10-17 20:12:00,2025-10-17 20:48:00,36,12.61,47.24,4.1,Mobile Money
R0214,D0111,Accra,East Legon,Tema,2025-09-05 07:16:00,2025-09-05 07:58:00,42,2.04,15.64,4.9,Card
R0191,D0192,Tamale,Lamashegu,Nyohini,2025-09-01 09:01:00,2025-09-01 09:07:00,6,15.44,56.46,4.8,Card
R0021,D0140,Kumasi,Bantama,Tafo,2025-07-22 04:06:00,2025-07-22 04:42:00,36,6.47,20.45,4.2,Cash
R0068,D0026,Tamale,Sagnarigu,Lamashegu,2025-10-13 01:28:00,2025-10-13 01:40:00,12,10.86,42.53,4.8,Cash
R0039,D0138,Takoradi,Anaji,Market Circle,2025-01-07 04:28:00,2025-01-07 04:38:00,10,9.48,26.71,4.6,Mobile Money
R0282,D0108,Tamale,Lamashegu,Sagnarigu,2025-08-05 22:54:00,2025-08-05 23:31:00,37,7.6,31.9,3.8,Cash
R0046,D0067,Takoradi,Anaji,Effiakuma,2025-10-08 03:38:00,2025-10-08 03:55:00,17,17.02,36.78,4.2,Card
R0148,D0155,Tamale,Nyohini,Sagnarigu,2025-05-02 12:50:00,2025-05-02 13:24:00,34,11.84,39.65,3.3,Card
R0196,D0106,Kumasi,Ahodwo,Tafo,2025-09-19 23:01:00,2025-09-19 23:09:00,8,18.68,68.25,3.4,Cash
R0210,D0109,Takoradi,Market Circle,Sekondi,2025-07-28 10:44:00,2025-07-28 11:27:00,43,3.3,13.11,4.3,Cash
R0266,D0173,Accra,Madina,Dansoman,2025-06-22 23:56:00,2025-06-23 00:13:00,17,15.57,50.38,3.5,Mobile Money
R0203,D0199,Tamale,Sagnarigu,Nyohini,2025-09-07 19:04:00,2025-09-07 19:43:00,39,10.38,35.91,4.0,Card
R0036,D0161,Accra,Tema,Osu,2025-10-07 16:52:00,2025-10-07 17:03:00,11,24.71,53.81,4.4,Cash
R0287,D0074,Kumasi,Tafo,Bantama,2025-08-27 01:34:00,2025-08-27 01:54:00,20,10.7,33.21,4.4,Cash
R0157,D0155,Takoradi,Market Circle,Effiakuma,2025-06-02 01:51:00,2025-06-02 02:03:00,12,17.62,69.36,3.3,Cash
R0222,D0126,Accra,Madina,East Legon,2025-03-30 21:39:00,2025-03-30 22:05:00,26,3.5,20.32,4.2,Mobile Money
R0087,D0110,Tamale,Sagnarigu,Nyohini,2025-02-25 13:33:00,2025-02-25 13:42:00,9,7.58,20.57,3.2,Mobile Money
R0172,D0090,Accra,East Legon,Madina,2025-01-20 17:29:00,2025-01-20 17:37:00,8,22.46,52.31,3.6,Cash
R0095,D0108,Kumasi,Adum,Bantama,2025-10-09 09:20:00,2025-10-09 09:57:00,37,6.44,22.23,3.1,Card
R0162,D0161,Takoradi,Market Circle,Effiakuma,2025-05-22 01:04:00,2025-05-22 01:45:00,41,13.46,30.01,4.6,Cash
R0099,D0033,Tamale,Sagnarigu,Nyohini,2025-05-16 02:39:00,2025-05-16 03:08:00,29,6.61,25.05,4.8,Card
R0027,D0016,Takoradi,Anaji,Effiakuma,2025-05-28 23:36:00,2025-05-29 00:01:00,25,16.62,50.65,3.6,Mobile Money
R0276,D0020,Kumasi,Ahodwo,Tafo,2025-01-02 08:38:00,2025-01-02 09:21:00,43,8.99,33.52,5.0,Card
R0063,D0037,Accra,Airport,Madina,2025-01-21 15:17:00,2025-01-21 15:25:00,8,16.88,54.15,4.5,Cash
R0116,D0180,Takoradi,Market Circle,Sekondi,2025-08-27 23:11:00,2025-08-27 23:44:00,33,12.16,27.7,4.1,Card
R0135,D0004,Accra,Osu,Airport,2025-07-26 04:19:00,2025-07-26 04:51:00,32,23.98,54.38,4.4,Mobile Money
R0024,D0085,Accra,Dansoman,Airport,2025-08-24 18:19:00,2025-08-24 18:33:00,14,5.82,24.97,3.2,Mobile Money
R0127,D0120,Kumasi,Adum,Tafo,2025-05-12 21:30:00,2025-05-12 21:58:00,28,11.81,43.58,3.7,Card
R0016,D0142,Accra,Tema,East Legon,2025-04-02 01:13:00,2025-04-02 01:31:00,18,16.96,62.42,4.9,Mobile Money
R0250,D0132,Tamale,Nyohini,Sagnarigu,2025-03-17 08:14:00,2025-03-17 08:38:00,24,6.63,23.24,3.3,Card
R0083,D0100,Tamale,Choggu,Nyohini,2025-06-06 11:54:00,2025-06-06 12:39:00,45,24.82,91.25,4.1,Card
R0264,D0097,Takoradi,Anaji,Effiakuma,2025-09-25 21:59:00,2025-09-25 22:42:00,43,21.21,61.91,4.2,Mobile Money
R0269,D0027,Accra,Airport,Osu,2025-02-05 14:23:00,2025-02-05 14:31:00,8,3.14,19.45,3.3,Card
R0180,D0187,Tamale,Choggu,Sagnarigu,2025-03-04 06:19:00,2025-03-04 06:46:00,27,20.83,71.82,4.4,Card
R0236,D0069,Kumasi,Asokwa,Bantama,2025-04-06 16:10:00,2025-04-06 16:48:00,38,1.87,11.94,3.5,Card
R0067,D0016,Accra,Airport,Dansoman,2025-01-22 15:46:00,2025-01-22 16:21:00,35,9.64,26.15,4.9,Mobile Money
R0125,D0147,Accra,Dansoman,Osu,2025-03-25 06:41:00,2025-03-25 07:19:00,38,14.29,40.17,3.8,Card
R0260,D0094,Tamale,Choggu,Sagnarigu,2025-08-24 08:12:00,2025-08-24 08:44:00,32,11.73,39.68,4.0,Cash
R0143,D0076,Kumasi,Bantama,Adum,2025-03-01 01:56:00,2025-03-01 02:12:00,16,23.07,65.53,5.0,Mobile Money
R0281,D0143,Takoradi,Sekondi,Anaji,2025-01-14 09:39:00,2025-01-14 09:58:00,19,21.43,49.08,4.9,Cash
R0180,D0195,Takoradi,Sekondi,Effiakuma,2025-02-22 08:43:00,2025-02-22 09:02:00,19,3.79,19.88,3.8,Cash
R0074,D0089,Tamale,Sagnarigu,Choggu,2025-06-17 05:02:00,2025-06-17 05:40:00,38,22.07,79.42,4.6,Card
R0043,D0150,Tamale,Sagnarigu,Lamashegu,2025-03-05 03:48:00,2025-03-05 04:02:00,14,19.96,50.1,3.2,Mobile Money
R0209,D0036,Takoradi,Market Circle,Anaji,2025-10-02 14:49:00,2025-10-02 15:25:00,36,10.67,27.71,4.4,Cash
R0137,D0030,Accra,Madina,East Legon,2025-02-17 05:34:00,2025-02-17 05:51:00,17,9.31,42.13,4.3,Cash
R0154,D0006,Takoradi,Sekondi,Market Circle,2025-01-29 08:19:00,2025-01-29 08:27:00,8,20.74,44.61,4.7,Cash
R0208,D0171,Kumasi,Tafo,Adum,2025-10-11 19:24:00,2025-10-11 19:34:00,10,23.15,65.28,4.2,Cash
R0076,D0173,Kumasi,Asokwa,Ahodwo,2025-04-18 13:45:00,2025-04-18 13:59:00,14,19.36,43.81,4.0,Mobile Money
R0130,D0076,Accra,Madina,Tema,2025-06-06 11:33:00,2025-06-06 12:04:00,31,10.57,28.95,3.7,Card
R0079,D0183,Tamale,Sagnarigu,Nyohini,2025-08-12 01:33:00,2025-08-12 02:18:00,45,2.64,12.1,3.3,Mobile Money
R0028,D0135,Kumasi,Adum,Asokwa,2025-03-30 23:28:00,2025-03-31 00:00:00,32,24.11,70.66,4.9,Cash
R0264,D0101,Accra,Dansoman,Osu,2025-03-01 13:54:00,2025-03-01 14:06:00,12,11.38,34.17,4.0,Mobile Money
R0057,D0174,Accra,Airport,Tema,2025-07-26 13:15:00,2025-07-26 13:49:00,34,11.55,29.77,4.3,Cash
R0038,D0050,Kumasi,Asokwa,Tafo,2025-01-16 02:24:00,2025-01-16 02:40:00,16,6.18,24.93,4.3,Mobile Money
R0105,D0161,Accra,Osu,East Legon,2025-06-04 06:56:00,2025-06-04 07:25:00,29,4.65,17.55,4.6,Card
R0095,D0030,Tamale,Sagnarigu,Nyohini,2025-05-16 13:36:00,2025-05-16 14:04:00,28,12.04,27.46,5.0,Mobile Money
R0292,D0056,Takoradi,Effiakuma,Sekondi,2025-06-22 22:03:00,2025-06-22 22:46:00,43,2.39,14.91,5.0,Cash
R0165,D0111,Tamale,Choggu,Lamashegu,2025-07-09 05:44:00,2025-07-09 05:54:00,10,6.74,20.03,3.2,Card
R0045,D0136,Accra,Tema,East Legon,2025-09-07 15:20:00,2025-09-07 15:49:00,29,8.28,24.09,4.4,Card
R0208,D0057,Kumasi,Bantama,Tafo,2025-10-11 15:41:00,2025-10-11 15:55:00,14,2.5,14.3,5.0,Cash
R0120,D0010,Accra,Osu,Madina,2025-03-20 02:39:00,2025-03-20 03:01:00,22,20.54,66.08,3.6,Cash
R0218,D0130,Takoradi,Market Circle,Effiakuma,2025-05-19 23:20:00,2025-05-20 00:02:00,42,15.97,48.79,3.9,Card
R0216,D0190,Tamale,Choggu,Nyohini,2025-09-14 09:39:00,2025-09-14 10:01:00,22,4.14,21.55,3.9,Cash
R0212,D0171,Kumasi,Tafo,Ahodwo,2025-01-13 01:42:00,2025-01-13 01:48:00,6,5.67,20.68,3.8,Cash
R0113,D0077,Accra,Madina,Tema,2025-10-24 14:58:00,2025-10-24 15:42:00,44,20.86,71.9,4.5,Cash
R0104,D0004,Tamale,Sagnarigu,Lamashegu,2025-07-21 18:47:00,2025-07-21 18:59:00,12,1.26,10.94,4.0,Mobile Money
R0275,D0030,Accra,Dansoman,Airport,2025-08-01 15:28:00,2025-08-01 16:13:00,45,1.46,12.95,4.5,Cash
R0273,D0093,Kumasi,Ahodwo,Adum,2025-04-01 18:56:00,2025-04-01 19:34:00,38,4.29,19.03,3.4,Mobile Money
R0216,D0179,Takoradi,Sekondi,Market Circle,2025-03-16 06:40:00,2025-03-16 07:21:00,41,1.29,10.56,5.0,Card
R0256,D0184,Accra,Osu,Tema,2025-06-29 12:07:00,2025-06-29 12:37:00,30,20.24,79.2,4.0,Card
R0250,D0144,Tamale,Nyohini,Lamashegu,2025-05-26 10:26:00,2025-05-26 10:33:00,7,3.63,17.42,3.9,Mobile Money
R0234,D0070,Accra,Tema,Dansoman,2025-03-08 11:52:00,2025-03-08 12:22:00,30,21.26,46.06,4.0,Mobile Money
R0235,D0163,Kumasi,Tafo,Adum,2025-01-10 17:34:00,2025-01-10 18:15:00,41,4.6,17.89,4.5,Cash
R0155,D0067,Tamale,Choggu,Nyohini,2025-09-18 23:02:00,2025-09-18 23:39:00,37,12.42,35.97,3.8,Cash
R0099,D0101,Accra,Dansoman,Osu,2025-02-10 02:43:00,2025-02-10 03:18:00,35,12.03,46.93,4.8,Mobile Money
R0188,D0050,Accra,Airport,Madina,2025-03-29 01:03:00,2025-03-29 01:45:00,42,23.93,83.56,3.6,Mobile Money
R0082,D0014,Tamale,Choggu,Nyohini,2025-02-03 18:15:00,2025-02-03 18:54:00,39,17.52,49.61,3.5,Card
R0252,D0122,Tamale,Lamashegu,Nyohini,2025-02-23 04:25:00,2025-02-23 04:53:00,28,21.18,41.4,4.8,Cash
R0281,D0066,Accra,Tema,Madina,2025-03-12 04:48:00,2025-03-12 05:07:00,19,12.08,43.51,4.3,Cash
R0053,D0049,Takoradi,Effiakuma,Sekondi,2025-02-17 21:58:00,2025-02-17 22:40:00,42,22.48,70.34,4.2,Cash
R0046,D0061,Tamale,Sagnarigu,Lamashegu,2025-01-15 16:34:00,2025-01-15 17:08:00,34,2.6,14.6,3.3,Mobile Money
R0235,D0030,Tamale,Nyohini,Choggu,2025-05-12 17:16:00,2025-05-12 17:57:00,41,18.7,55.21,4.4,Cash
R0104,D0137,Kumasi,Ahodwo,Bantama,2025-08-29 17:00:00,2025-08-29 17:31:00,31,2.0,11.34,4.4,Card
R0105,D0181,Tamale,Lamashegu,Choggu,2025-02-12 04:37:00,2025-02-12 04:47:00,10,2.73,12.48,3.0,Cash
R0143,D0077,Kumasi,Tafo,Asokwa,2025-06-13 17:59:00,2025-06-13 18:06:00,7,23.96,79.28,3.7,Mobile Money
R0141,D0142,Tamale,Choggu,Sagnarigu,2025-03-13 05:32:00,2025-03-13 05:54:00,22,8.12,25.86,4.5,Mobile Money
